method_name,implementation,target_verify_mode,model_pair,target,draft,prompt_id,repeat,rtt_ms,upload_token_bytes,upload_bandwidth_mbps,uplink_bandwidth_mbps,downlink_token_bytes,downlink_fixed_bytes,downlink_bandwidth_mbps,max_new_tokens,draft_k,tree_width,generated_tokens,accepted_tokens,drafted_tokens,accept_rate,rounds,target_only_time,method_time,speedup_vs_target_only,matched_target_only,requires_target_match,validation_status,stochastic_seed,seed_strategy,temperature,top_k,top_p,sampling_filter,rejected_tokens,resample_count,bonus_sample_count,mean_checked_accept_prob,mean_first_accept_prob,first_token_accept_rate,target_zero_at_draft_count,target_zero_at_draft_rate,first_diff_index,extra_json,prefill_time,draft_generate_time,draft_structure_time,upload_wait_time,upload_latency_time,upload_transfer_time,upload_payload_bytes,uplink_transfer_time,network_wait_time,downlink_transfer_time,downlink_payload_bytes,cloud_verify_time,target_verify_time,posterior_accept_time,cache_update_time,probability_normalize_time,random_sample_time,accept_reject_time,resample_time,sampling_time,wasted_branch_time_or_tokens,total_decode_time
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,100.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9521085470914841,0.9521085470914841,1.0,True,False,ok,123,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 123}",0.02909756824374199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890121228992939,0.890121228992939,0.0,0.004056379199028015,0.017198871821165085,0.008632943034172058,0.0,0.0,0.0,0.0,0.9521085470914841
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,100.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9521085470914841,7.633062897250056,0.1247347964909994,False,False,ok,123,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.16129032380638364,0.1766435513577912,0.23076923076923078,0,0.0,7,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 123, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.16129032380638364, ""mean_first_accept_prob"": 0.1766435513577912, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.05651431158185005,1.88748774304986,0.0,2.60048,2.5999999999999988,0.00031359999999999987,392.0,0.00031359999999999987,2.5999999999999988,0.0001663999999999999,208.0,0.9852051287889481,0.9852051287889481,0.0,1.8179050236940384,0.15830925293266773,0.047539133578538895,0.011713450774550438,0.006900748237967491,0.0,0.0,7.633062897250056
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,150.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9521085470914841,0.9521085470914841,1.0,True,False,ok,123,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 123}",0.02909756824374199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890121228992939,0.890121228992939,0.0,0.004056379199028015,0.017198871821165085,0.008632943034172058,0.0,0.0,0.0,0.0,0.9521085470914841
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,150.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9521085470914841,9.69606120325625,0.09819539368952573,False,False,ok,123,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.16129032380638364,0.1766435513577912,0.23076923076923078,0,0.0,7,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 123, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.16129032380638364, ""mean_first_accept_prob"": 0.1766435513577912, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.07408861070871353,2.2273654509335756,0.0,3.9004799999999995,3.900000000000004,0.00031359999999999987,392.0,0.00031359999999999987,3.900000000000004,0.0001663999999999999,208.0,1.0930836368352175,1.0930836368352175,0.0,2.11121454462409,0.15624878741800785,0.04701836779713631,0.014863979071378708,0.008310556411743164,0.0,0.0,9.69606120325625
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,200.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9521085470914841,0.9521085470914841,1.0,True,False,ok,123,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 123}",0.02909756824374199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890121228992939,0.890121228992939,0.0,0.004056379199028015,0.017198871821165085,0.008632943034172058,0.0,0.0,0.0,0.0,0.9521085470914841
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,200.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9521085470914841,10.522804725915194,0.09048049183566664,False,False,ok,123,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.16129032380638364,0.1766435513577912,0.23076923076923078,0,0.0,7,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 123, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.16129032380638364, ""mean_first_accept_prob"": 0.1766435513577912, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.066310103982687,2.046476788818836,0.0,5.200479999999997,5.1999999999999975,0.00031359999999999987,392.0,0.00031359999999999987,5.1999999999999975,0.0001663999999999999,208.0,1.0065248627215624,1.0065248627215624,0.0,1.9347881730645895,0.13770243898034096,0.04589669220149517,0.014864962548017502,0.008958563208580017,0.0,0.0,10.522804725915194
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,0.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9761549457907677,0.9761549457907677,1.0,True,False,ok,10130,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 10130}",0.03997018001973629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900367122143507,0.900367122143507,0.0,0.005412355065345764,0.018291866406798363,0.009097177535295486,0.0,0.0,0.0,0.0,0.9761549457907677
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,0.0,4,10.0,10.0,4,4,10.0,32,4,2,32,7,100,0.07,26,0.9761549457907677,4.398023759946227,0.22195308599303765,False,False,ok,10130,per-repeat,1.0,0,0.0,full_distribution,25,25,0,0.2384908630145901,0.282319277278545,0.2692307692307692,0,0.0,7,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 10130, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 25, ""resample_count"": 25, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.2384908630145901, ""mean_first_accept_prob"": 0.282319277278545, ""first_token_accept_rate"": 0.2692307692307692, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.04868635535240173,1.7301704101264477,0.0,0.0004863999999999997,0.0,0.00031999999999999986,400.0,0.00031999999999999986,0.0,0.0001663999999999999,208.0,0.7946049459278584,0.7946049459278584,0.0,1.5600069426000118,0.1585496887564659,0.0445540938526392,0.007121911272406578,0.0035189390182495117,0.0,0.0,4.398023759946227
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,5.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9761549457907677,0.9761549457907677,1.0,True,False,ok,10130,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 10130}",0.03997018001973629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900367122143507,0.900367122143507,0.0,0.005412355065345764,0.018291866406798363,0.009097177535295486,0.0,0.0,0.0,0.0,0.9761549457907677
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,5.0,4,10.0,10.0,4,4,10.0,32,4,2,32,7,100,0.07,26,0.9761549457907677,4.586383106186986,0.2128376376744333,False,False,ok,10130,per-repeat,1.0,0,0.0,full_distribution,25,25,0,0.2384908630145901,0.282319277278545,0.2692307692307692,0,0.0,7,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 10130, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 25, ""resample_count"": 25, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.2384908630145901, ""mean_first_accept_prob"": 0.282319277278545, ""first_token_accept_rate"": 0.2692307692307692, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.05604633688926697,1.777714304625988,0.0,0.13048640000000003,0.13000000000000006,0.00031999999999999986,400.0,0.00031999999999999986,0.13000000000000006,0.0001663999999999999,208.0,0.8097950760275126,0.8097950760275126,0.0,1.6046069618314505,0.1121339313685894,0.04194633290171623,0.0072664301842451096,0.0037134122103452682,0.0,0.0,4.586383106186986
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,10.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9761549457907677,0.9761549457907677,1.0,True,False,ok,10130,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 10130}",0.03997018001973629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900367122143507,0.900367122143507,0.0,0.005412355065345764,0.018291866406798363,0.009097177535295486,0.0,0.0,0.0,0.0,0.9761549457907677
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,10.0,4,10.0,10.0,4,4,10.0,32,4,2,32,7,100,0.07,26,0.9761549457907677,4.733234245330095,0.2062342354498643,False,False,ok,10130,per-repeat,1.0,0,0.0,full_distribution,25,25,0,0.2384908630145901,0.282319277278545,0.2692307692307692,0,0.0,7,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 10130, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 25, ""resample_count"": 25, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.2384908630145901, ""mean_first_accept_prob"": 0.282319277278545, ""first_token_accept_rate"": 0.2692307692307692, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.04820091277360916,1.753394290804863,0.0,0.26048640000000006,0.2600000000000001,0.00031999999999999986,400.0,0.00031999999999999986,0.2600000000000001,0.0001663999999999999,208.0,0.8613521475344896,0.8613521475344896,0.0,1.617156157270074,0.10141641646623611,0.03630809485912323,0.007448844611644745,0.004295814782381058,0.0,0.0,4.733234245330095
